O*NET-SOC Code,Element ID,Element Name,Scale ID,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Not Relevant,Date,Domain Source
11-3051.01,4.A.2.b.3,Updating and Using Relevant Knowledge,LV,4.90,21,0.1760,4.5298,5.2641,N,N,08/2022,Incumbent
11-3051.01,4.A.2.b.4,Developing Objectives and Strategies,IM,3.57,21,0.2952,2.9493,4.1808,N,n/a,08/2022,Incumbent
11-3051.01,4.A.2.b.4,Developing Objectives and Strategies,LV,3.91,21,0.4120,3.0462,4.7652,N,N,08/2022,Incumbent
11-3051.01,4.A.2.b.5,Scheduling Work and Activities,IM,3.53,21,0.2360,3.0415,4.0259,N,n/a,08/2022,Incumbent
11-3051.01,4.A.2.b.5,Scheduling Work and Activities,LV,4.73,21,0.3192,4.0638,5.3954,N,N,08/2022,Incumbent
11-3051.01,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work",IM,4.27,21,0.1812,3.8931,4.6492,N,n/a,08/2022,Incumbent
11-3051.01,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work",LV,5.45,21,0.1948,5.0407,5.8533,N,N,08/2022,Incumbent
11-3051.01,4.A.3.a.1,Performing General Physical Activities,IM,2.49,20,0.2775,1.9141,3.0758,N,n/a,08/2022,Incumbent
11-3051.01,4.A.3.a.1,Performing General Physical Activities,LV,2.70,21,0.5181,1.6180,3.7796,N,N,08/2022,Incumbent
11-3051.01,4.A.3.a.2,Handling and Moving Objects,IM,2.43,21,0.3033,1.7939,3.0592,N,n/a,08/2022,Incumbent
11-3051.01,4.A.3.a.2,Handling and Moving Objects,LV,3.52,21,0.4104,2.6616,4.3738,N,N,08/2022,Incumbent
11-3051.01,4.A.3.a.3,Controlling Machines and Processes,IM,2.96,20,0.3545,2.2132,3.6972,N,n/a,08/2022,Incumbent
11-3051.01,4.A.3.a.3,Controlling Machines and Processes,LV,3.33,21,0.5155,2.2555,4.4062,N,N,08/2022,Incumbent
11-3051.01,4.A.3.a.4,"Operating Vehicles, Mechanized Devices, or Equipment",IM,2.06,21,0.3727,1.2808,2.8357,N,n/a,08/2022,Incumbent
11-3051.01,4.A.3.a.4,"Operating Vehicles, Mechanized Devices, or Equipment",LV,1.55,21,0.3515,0.8123,2.2789,N,N,08/2022,Incumbent
11-3051.01,4.A.3.b.1,Working with Computers,IM,4.56,21,0.1818,4.1826,4.9412,N,n/a,08/2022,Incumbent
11-3051.01,4.A.3.b.1,Working with Computers,LV,3.44,21,0.2065,3.0062,3.8678,N,N,08/2022,Incumbent
11-3051.01,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",IM,2.51,21,0.3065,1.8680,3.1466,N,n/a,08/2022,Incumbent
11-3051.01,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",LV,2.37,21,0.4485,1.4301,3.3014,N,N,08/2022,Incumbent
11-3051.01,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment,IM,2.17,21,0.2850,1.5758,2.7646,N,n/a,08/2022,Incumbent
11-3051.01,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment,LV,2.43,21,0.4715,1.4460,3.4132,N,N,08/2022,Incumbent
11-3051.01,4.A.3.b.5,Repairing and Maintaining Electronic Equipment,IM,2.33,21,0.2774,1.7514,2.9088,N,n/a,08/2022,Incumbent
11-3051.01,4.A.3.b.5,Repairing and Maintaining Electronic Equipment,LV,2.09,21,0.5036,1.0442,3.1453,N,N,08/2022,Incumbent
11-3051.01,4.A.3.b.6,Documenting/Recording Information,IM,4.78,21,0.1010,4.5642,4.9858,N,n/a,08/2022,Incumbent
11-3051.01,4.A.3.b.6,Documenting/Recording Information,LV,4.83,21,0.2357,4.3409,5.3244,N,N,08/2022,Incumbent
11-3051.01,4.A.4.a.1,Interpreting the Meaning of Information for Others,IM,4.19,20,0.2714,3.6203,4.7565,N,n/a,08/2022,Incumbent
11-3051.01,4.A.4.a.1,Interpreting the Meaning of Information for Others,LV,4.51,21,0.3865,3.7071,5.3197,N,N,08/2022,Incumbent
11-3051.01,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates",IM,4.80,21,0.0937,4.6060,4.9969,N,n/a,08/2022,Incumbent
11-3051.01,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates",LV,5.52,21,0.2145,5.0754,5.9701,N,N,08/2022,Incumbent
11-3051.01,4.A.4.a.3,Communicating with People Outside the Organization,IM,3.73,21,0.2865,3.1362,4.3314,N,n/a,08/2022,Incumbent
11-3051.01,4.A.4.a.3,Communicating with People Outside the Organization,LV,4.30,21,0.2854,3.7006,4.8911,N,N,08/2022,Incumbent
11-3051.01,4.A.4.a.4,Establishing and Maintaining Interpersonal Relationships,IM,4.20,21,0.1935,3.7939,4.6012,N,n/a,08/2022,Incumbent
11-3051.01,4.A.4.a.4,Establishing and Maintaining Interpersonal Relationships,LV,4.91,21,0.2674,4.3494,5.4649,N,N,08/2022,Incumbent
11-3051.01,4.A.4.a.5,Assisting and Caring for Others,IM,2.30,21,0.3264,1.6151,2.9768,N,n/a,08/2022,Incumbent
11-3051.01,4.A.4.a.5,Assisting and Caring for Others,LV,2.50,21,0.5797,1.2948,3.7131,N,N,08/2022,Incumbent
11-3051.01,4.A.4.a.6,Selling or Influencing Others,IM,2.45,21,0.2320,1.9689,2.9370,N,n/a,08/2022,Incumbent
11-3051.01,4.A.4.a.6,Selling or Influencing Others,LV,2.76,21,0.4421,1.8369,3.6812,N,N,08/2022,Incumbent
11-3051.01,4.A.4.a.7,Resolving Conflicts and Negotiating with Others,IM,3.71,21,0.3237,3.0309,4.3813,N,n/a,08/2022,Incumbent
11-3051.01,4.A.4.a.7,Resolving Conflicts and Negotiating with Others,LV,4.45,21,0.4532,3.5026,5.3934,N,N,08/2022,Incumbent
11-3051.01,4.A.4.a.8,Performing for or Working Directly with the Public,IM,1.69,21,0.2114,1.2522,2.1342,N,n/a,08/2022,Incumbent
11-3051.01,4.A.4.a.8,Performing for or Working Directly with the Public,LV,1.26,21,0.4264,0.3663,2.1453,N,N,08/2022,Incumbent
11-3051.01,4.A.4.b.1,Coordinating the Work and Activities of Others,IM,3.70,20,0.2417,3.1927,4.2046,N,n/a,08/2022,Incumbent
11-3051.01,4.A.4.b.1,Coordinating the Work and Activities of Others,LV,4.32,20,0.3030,3.6865,4.9550,N,N,08/2022,Incumbent
11-3051.01,4.A.4.b.2,Developing and Building Teams,IM,3.88,21,0.1450,3.5778,4.1826,N,n/a,08/2022,Incumbent
11-3051.01,4.A.4.b.2,Developing and Building Teams,LV,3.99,21,0.3311,3.2949,4.6763,N,N,08/2022,Incumbent
11-3051.01,4.A.4.b.3,Training and Teaching Others,IM,3.89,21,0.2166,3.4423,4.3459,N,n/a,08/2022,Incumbent
11-3051.01,4.A.4.b.3,Training and Teaching Others,LV,4.58,21,0.3335,3.8888,5.2800,N,N,08/2022,Incumbent
11-3051.01,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates",IM,3.79,21,0.2792,3.2119,4.3767,N,n/a,08/2022,Incumbent
11-3051.01,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates",LV,4.45,21,0.4645,3.4777,5.4155,N,N,08/2022,Incumbent
11-3051.01,4.A.4.b.5,Coaching and Developing Others,IM,3.67,21,0.1820,3.2931,4.0524,N,n/a,08/2022,Incumbent
11-3051.01,4.A.4.b.5,Coaching and Developing Others,LV,4.72,21,0.1760,4.3518,5.0860,N,N,08/2022,Incumbent
11-3051.01,4.A.4.b.6,Providing Consultation and Advice to Others,IM,3.84,21,0.2972,3.2192,4.4590,N,n/a,08/2022,Incumbent
11-3051.01,4.A.4.b.6,Providing Consultation and Advice to Others,LV,5.14,21,0.3777,4.3532,5.9291,N,N,08/2022,Incumbent
11-3051.01,4.A.4.c.1,Performing Administrative Activities,IM,3.22,21,0.2472,2.7025,3.7338,N,n/a,08/2022,Incumbent
11-3051.01,4.A.4.c.1,Performing Administrative Activities,LV,3.49,21,0.2723,2.9178,4.0539,N,N,08/2022,Incumbent
11-3051.01,4.A.4.c.2,Staffing Organizational Units,IM,3.41,21,0.2418,2.9018,3.9105,N,n/a,08/2022,Incumbent
11-3051.01,4.A.4.c.2,Staffing Organizational Units,LV,4.21,21,0.2560,3.6759,4.7438,N,N,08/2022,Incumbent
11-3051.01,4.A.4.c.3,Monitoring and Controlling Resources,IM,3.18,21,0.2390,2.6842,3.6813,N,n/a,08/2022,Incumbent
11-3051.01,4.A.4.c.3,Monitoring and Controlling Resources,LV,3.80,21,0.3917,2.9835,4.6179,N,N,08/2022,Incumbent
11-3051.02,4.A.1.a.1,Getting Information,IM,4.47,14,0.1860,4.0719,4.8756,N,n/a,07/2011,Incumbent
11-3051.02,4.A.1.a.1,Getting Information,LV,4.65,14,0.1142,4.4014,4.8949,N,N,07/2011,Incumbent
11-3051.02,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings",IM,4.20,14,0.1747,3.8202,4.5750,N,n/a,07/2011,Incumbent
11-3051.02,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings",LV,5.29,14,0.2644,4.7170,5.8593,N,N,07/2011,Incumbent
11-3051.02,4.A.1.b.1,"Identifying Objects, Actions, and Events",IM,4.21,14,0.1873,3.8022,4.6116,N,n/a,07/2011,Incumbent
11-3051.02,4.A.1.b.1,"Identifying Objects, Actions, and Events",LV,4.89,14,0.1902,4.4823,5.3041,N,N,07/2011,Incumbent
11-3051.02,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials",IM,3.79,14,0.2053,3.3443,4.2314,N,n/a,07/2011,Incumbent
11-3051.02,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials",LV,4.61,14,0.2066,4.1648,5.0577,N,N,07/2011,Incumbent
11-3051.02,4.A.1.b.3,"Estimating the Quantifiable Characteristics of Products, Events, or Information",IM,3.53,14,0.1821,3.1370,3.9238,N,n/a,07/2011,Incumbent
11-3051.02,4.A.1.b.3,"Estimating the Quantifiable Characteristics of Products, Events, or Information",LV,3.97,14,0.2683,3.3930,4.5523,N,N,07/2011,Incumbent
11-3051.02,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People",IM,3.94,14,0.1196,3.6842,4.2009,N,n/a,07/2011,Incumbent
11-3051.02,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People",LV,4.92,14,0.3255,4.2159,5.6222,N,N,07/2011,Incumbent
11-3051.02,4.A.2.a.2,Processing Information,IM,3.98,14,0.1577,3.6362,4.3175,N,n/a,07/2011,Incumbent
11-3051.02,4.A.2.a.2,Processing Information,LV,4.87,14,0.2283,4.3728,5.3592,N,N,07/2011,Incumbent
11-3051.02,4.A.2.a.3,Evaluating Information to Determine Compliance with Standards,IM,4.12,14,0.2210,3.6468,4.6018,N,n/a,07/2011,Incumbent
11-3051.02,4.A.2.a.3,Evaluating Information to Determine Compliance with Standards,LV,4.56,14,0.4162,3.6605,5.4590,N,N,07/2011,Incumbent
11-3051.02,4.A.2.a.4,Analyzing Data or Information,IM,3.62,14,0.2285,3.1266,4.1137,N,n/a,07/2011,Incumbent
11-3051.02,4.A.2.a.4,Analyzing Data or Information,LV,4.70,14,0.2170,4.2337,5.1715,N,N,07/2011,Incumbent
11-3051.02,4.A.2.b.1,Making Decisions and Solving Problems,IM,4.38,14,0.1970,3.9535,4.8047,N,n/a,07/2011,Incumbent
11-3051.02,4.A.2.b.1,Making Decisions and Solving Problems,LV,5.02,14,0.3261,4.3190,5.7278,N,N,07/2011,Incumbent
11-3051.02,4.A.2.b.2,Thinking Creatively,IM,3.69,14,0.2145,3.2296,4.1565,N,n/a,07/2011,Incumbent
11-3051.02,4.A.2.b.2,Thinking Creatively,LV,4.55,14,0.3681,3.7592,5.3495,N,N,07/2011,Incumbent
11-3051.02,4.A.2.b.3,Updating and Using Relevant Knowledge,IM,4.02,14,0.1911,3.6049,4.4305,N,n/a,07/2011,Incumbent
11-3051.02,4.A.2.b.3,Updating and Using Relevant Knowledge,LV,4.85,14,0.2010,4.4164,5.2848,N,N,07/2011,Incumbent
11-3051.02,4.A.2.b.4,Developing Objectives and Strategies,IM,3.46,14,0.1880,3.0517,3.8637,N,n/a,07/2011,Incumbent
11-3051.02,4.A.2.b.4,Developing Objectives and Strategies,LV,3.76,14,0.3461,3.0155,4.5107,N,N,07/2011,Incumbent
11-3051.02,4.A.2.b.5,Scheduling Work and Activities,IM,4.45,14,0.1689,4.0846,4.8142,N,n/a,07/2011,Incumbent
11-3051.02,4.A.2.b.5,Scheduling Work and Activities,LV,5.65,14,0.2226,5.1655,6.1275,N,N,07/2011,Incumbent
11-3051.02,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work",IM,4.61,14,0.1216,4.3469,4.8722,N,n/a,07/2011,Incumbent
11-3051.02,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work",LV,5.59,14,0.2932,4.9540,6.2209,N,N,07/2011,Incumbent
11-3051.02,4.A.3.a.1,Performing General Physical Activities,IM,2.30,14,0.1292,2.0223,2.5808,N,n/a,07/2011,Incumbent
11-3051.02,4.A.3.a.1,Performing General Physical Activities,LV,3.33,14,0.2517,2.7871,3.8744,N,N,07/2011,Incumbent
11-3051.02,4.A.3.a.2,Handling and Moving Objects,IM,2.18,14,0.2472,1.6494,2.7176,N,n/a,07/2011,Incumbent
11-3051.02,4.A.3.a.2,Handling and Moving Objects,LV,2.92,14,0.5058,1.8273,4.0126,N,N,07/2011,Incumbent
11-3051.02,4.A.3.a.3,Controlling Machines and Processes,IM,2.41,14,0.3423,1.6729,3.1518,N,n/a,07/2011,Incumbent
11-3051.02,4.A.3.a.3,Controlling Machines and Processes,LV,2.38,14,0.5152,1.2668,3.4930,N,N,07/2011,Incumbent
11-3051.02,4.A.3.a.4,"Operating Vehicles, Mechanized Devices, or Equipment",IM,2.98,14,0.2624,2.4143,3.5480,N,n/a,07/2011,Incumbent
11-3051.02,4.A.3.a.4,"Operating Vehicles, Mechanized Devices, or Equipment",LV,2.81,14,0.1895,2.4031,3.2220,N,N,07/2011,Incumbent
11-3051.02,4.A.3.b.1,Working with Computers,IM,4.43,14,0.1494,4.1074,4.7528,N,n/a,07/2011,Incumbent
11-3051.02,4.A.3.b.1,Working with Computers,LV,3.84,14,0.3180,3.1532,4.5273,N,N,07/2011,Incumbent
11-3051.02,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",IM,3.02,14,0.2911,2.3936,3.6515,N,n/a,07/2011,Incumbent
11-3051.02,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",LV,3.67,14,0.3786,2.8552,4.4911,N,N,07/2011,Incumbent
11-3051.02,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment,IM,3.11,14,0.3195,2.4161,3.7964,N,n/a,07/2011,Incumbent
11-3051.02,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment,LV,3.83,14,0.5500,2.6404,5.0167,N,N,07/2011,Incumbent
11-3051.02,4.A.3.b.5,Repairing and Maintaining Electronic Equipment,IM,2.79,14,0.3792,1.9692,3.6078,N,n/a,07/2011,Incumbent
11-3051.02,4.A.3.b.5,Repairing and Maintaining Electronic Equipment,LV,2.66,14,0.4370,1.7185,3.6065,N,N,07/2011,Incumbent
11-3051.02,4.A.3.b.6,Documenting/Recording Information,IM,3.72,14,0.4488,2.7528,4.6919,N,n/a,07/2011,Incumbent
11-3051.02,4.A.3.b.6,Documenting/Recording Information,LV,4.00,14,0.5294,2.8607,5.1481,N,N,07/2011,Incumbent
11-3051.02,4.A.4.a.1,Interpreting the Meaning of Information for Others,IM,3.38,14,0.2622,2.8089,3.9418,N,n/a,07/2011,Incumbent
11-3051.02,4.A.4.a.1,Interpreting the Meaning of Information for Others,LV,3.40,14,0.2929,2.7700,4.0355,N,N,07/2011,Incumbent
11-3051.02,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates",IM,4.67,14,0.1387,4.3660,4.9652,N,n/a,07/2011,Incumbent
11-3051.02,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates",LV,5.38,14,0.2597,4.8141,5.9361,N,N,07/2011,Incumbent
11-3051.02,4.A.4.a.3,Communicating with People Outside the Organization,IM,3.92,14,0.2153,3.4512,4.3816,N,n/a,07/2011,Incumbent
11-3051.02,4.A.4.a.3,Communicating with People Outside the Organization,LV,4.33,14,0.3093,3.6645,5.0007,N,N,07/2011,Incumbent
11-3051.02,4.A.4.a.4,Establishing and Maintaining Interpersonal Relationships,IM,4.09,14,0.2158,3.6239,4.5564,N,n/a,07/2011,Incumbent
11-3051.02,4.A.4.a.4,Establishing and Maintaining Interpersonal Relationships,LV,5.08,14,0.2451,4.5500,5.6091,N,N,07/2011,Incumbent
11-3051.02,4.A.4.a.5,Assisting and Caring for Others,IM,3.15,14,0.2733,2.5548,3.7358,N,n/a,07/2011,Incumbent
11-3051.02,4.A.4.a.5,Assisting and Caring for Others,LV,3.61,14,0.3870,2.7776,4.4497,N,N,07/2011,Incumbent
11-3051.02,4.A.4.a.6,Selling or Influencing Others,IM,2.97,14,0.2452,2.4429,3.5024,N,n/a,07/2011,Incumbent
11-3051.02,4.A.4.a.6,Selling or Influencing Others,LV,3.28,14,0.3252,2.5768,3.9820,N,N,07/2011,Incumbent
11-3051.02,4.A.4.a.7,Resolving Conflicts and Negotiating with Others,IM,3.52,14,0.2676,2.9452,4.1013,N,n/a,07/2011,Incumbent
11-3051.02,4.A.4.a.7,Resolving Conflicts and Negotiating with Others,LV,4.82,14,0.3352,4.1008,5.5492,N,N,07/2011,Incumbent
11-3051.02,4.A.4.a.8,Performing for or Working Directly with the Public,IM,1.88,14,0.2105,1.4277,2.3372,N,n/a,07/2011,Incumbent
11-3051.02,4.A.4.a.8,Performing for or Working Directly with the Public,LV,1.80,14,0.3888,0.9565,2.6363,N,N,07/2011,Incumbent
11-3051.02,4.A.4.b.1,Coordinating the Work and Activities of Others,IM,4.13,13,0.1920,3.7102,4.5470,N,n/a,07/2011,Incumbent
11-3051.02,4.A.4.b.1,Coordinating the Work and Activities of Others,LV,5.48,13,0.2799,4.8722,6.0921,N,N,07/2011,Incumbent
11-3051.02,4.A.4.b.2,Developing and Building Teams,IM,4.28,12,0.2143,3.8076,4.7508,N,n/a,07/2011,Incumbent
11-3051.02,4.A.4.b.2,Developing and Building Teams,LV,4.60,13,0.2777,3.9994,5.2096,N,N,07/2011,Incumbent
11-3051.02,4.A.4.b.3,Training and Teaching Others,IM,3.76,13,0.2866,3.1388,4.3877,N,n/a,07/2011,Incumbent
11-3051.02,4.A.4.b.3,Training and Teaching Others,LV,4.23,13,0.3124,3.5529,4.9143,N,N,07/2011,Incumbent
11-3051.02,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates",IM,3.86,13,0.2797,3.2513,4.4702,N,n/a,07/2011,Incumbent
11-3051.02,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates",LV,4.63,13,0.4496,3.6521,5.6112,N,N,07/2011,Incumbent
11-3051.02,4.A.4.b.5,Coaching and Developing Others,IM,3.73,14,0.2619,3.1661,4.2979,N,n/a,07/2011,Incumbent
11-3051.02,4.A.4.b.5,Coaching and Developing Others,LV,4.55,14,0.3102,3.8842,5.2244,N,N,07/2011,Incumbent
11-3051.02,4.A.4.b.6,Providing Consultation and Advice to Others,IM,3.57,13,0.2991,2.9158,4.2190,N,n/a,07/2011,Incumbent
11-3051.02,4.A.4.b.6,Providing Consultation and Advice to Others,LV,4.12,14,0.3515,3.3624,4.8812,N,N,07/2011,Incumbent
11-3051.02,4.A.4.c.1,Performing Administrative Activities,IM,3.73,14,0.1763,3.3463,4.1080,N,n/a,07/2011,Incumbent
11-3051.02,4.A.4.c.1,Performing Administrative Activities,LV,3.74,14,0.2250,3.2576,4.2300,N,N,07/2011,Incumbent
11-3051.02,4.A.4.c.2,Staffing Organizational Units,IM,3.29,14,0.3656,2.5009,4.0806,N,n/a,07/2011,Incumbent
11-3051.02,4.A.4.c.2,Staffing Organizational Units,LV,3.96,14,0.5222,2.8303,5.0867,N,N,07/2011,Incumbent
11-3051.02,4.A.4.c.3,Monitoring and Controlling Resources,IM,4.12,14,0.1645,3.7693,4.4801,N,n/a,07/2011,Incumbent
11-3051.02,4.A.4.c.3,Monitoring and Controlling Resources,LV,4.79,14,0.1794,4.4013,5.1763,N,N,07/2011,Incumbent
11-3051.03,4.A.1.a.1,Getting Information,IM,4.21,22,0.1640,3.8641,4.5460,N,n/a,07/2016,Incumbent
11-3051.03,4.A.1.a.1,Getting Information,LV,4.43,22,0.1824,4.0475,4.8062,N,N,07/2016,Incumbent
11-3051.03,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings",IM,4.34,22,0.1799,3.9692,4.7173,N,n/a,07/2016,Incumbent
11-3051.03,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings",LV,4.93,22,0.1730,4.5730,5.2927,N,N,07/2016,Incumbent
11-3051.03,4.A.1.b.1,"Identifying Objects, Actions, and Events",IM,4.05,22,0.1947,3.6427,4.4525,N,n/a,07/2016,Incumbent
11-3051.03,4.A.1.b.1,"Identifying Objects, Actions, and Events",LV,4.26,21,0.2209,3.8037,4.7254,N,N,07/2016,Incumbent
11-3051.03,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials",IM,3.48,22,0.2150,3.0339,3.9282,N,n/a,07/2016,Incumbent
11-3051.03,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials",LV,4.00,22,0.2358,3.5144,4.4951,N,N,07/2016,Incumbent
11-3051.03,4.A.1.b.3,"Estimating the Quantifiable Characteristics of Products, Events, or Information",IM,3.37,22,0.1669,3.0206,3.7147,N,n/a,07/2016,Incumbent
11-3051.03,4.A.1.b.3,"Estimating the Quantifiable Characteristics of Products, Events, or Information",LV,3.34,22,0.1844,2.9610,3.7279,N,N,07/2016,Incumbent
11-3051.03,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People",IM,3.34,22,0.1651,2.9975,3.6842,N,n/a,07/2016,Incumbent
11-3051.03,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People",LV,4.46,22,0.2535,3.9305,4.9850,N,N,07/2016,Incumbent
11-3051.03,4.A.2.a.2,Processing Information,IM,3.81,22,0.1421,3.5164,4.1075,N,n/a,07/2016,Incumbent
11-3051.03,4.A.2.a.2,Processing Information,LV,4.90,22,0.2790,4.3211,5.4816,N,N,07/2016,Incumbent
11-3051.03,4.A.2.a.3,Evaluating Information to Determine Compliance with Standards,IM,3.60,22,0.1811,3.2206,3.9737,N,n/a,07/2016,Incumbent
11-3051.03,4.A.2.a.3,Evaluating Information to Determine Compliance with Standards,LV,3.99,22,0.2691,3.4317,4.5510,N,N,07/2016,Incumbent
11-3051.03,4.A.2.a.4,Analyzing Data or Information,IM,3.86,22,0.2056,3.4362,4.2914,N,n/a,07/2016,Incumbent
11-3051.03,4.A.2.a.4,Analyzing Data or Information,LV,4.30,22,0.2091,3.8661,4.7359,N,N,07/2016,Incumbent
11-3051.03,4.A.2.b.1,Making Decisions and Solving Problems,IM,4.36,22,0.1764,3.9928,4.7263,N,n/a,07/2016,Incumbent
11-3051.03,4.A.2.b.1,Making Decisions and Solving Problems,LV,5.00,22,0.2955,4.3833,5.6125,N,N,07/2016,Incumbent
11-3051.03,4.A.2.b.2,Thinking Creatively,IM,3.53,22,0.1576,3.2022,3.8578,N,n/a,07/2016,Incumbent
11-3051.03,4.A.2.b.2,Thinking Creatively,LV,4.76,22,0.2613,4.2145,5.3012,N,N,07/2016,Incumbent
11-3051.03,4.A.2.b.3,Updating and Using Relevant Knowledge,IM,3.45,22,0.1606,3.1149,3.7829,N,n/a,07/2016,Incumbent
11-3051.03,4.A.2.b.3,Updating and Using Relevant Knowledge,LV,4.76,22,0.2998,4.1375,5.3846,N,N,07/2016,Incumbent
11-3051.03,4.A.2.b.4,Developing Objectives and Strategies,IM,3.13,22,0.2097,2.6969,3.5689,N,n/a,07/2016,Incumbent
11-3051.03,4.A.2.b.4,Developing Objectives and Strategies,LV,3.26,22,0.2751,2.6832,3.8274,N,N,07/2016,Incumbent
11-3051.03,4.A.2.b.5,Scheduling Work and Activities,IM,3.31,22,0.2199,2.8488,3.7632,N,n/a,07/2016,Incumbent
11-3051.03,4.A.2.b.5,Scheduling Work and Activities,LV,4.39,22,0.2534,3.8626,4.9167,N,N,07/2016,Incumbent
11-3051.03,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work",IM,3.51,22,0.1428,3.2133,3.8072,N,n/a,07/2016,Incumbent
11-3051.03,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work",LV,5.02,22,0.2403,4.5157,5.5151,N,N,07/2016,Incumbent
11-3051.03,4.A.3.a.1,Performing General Physical Activities,IM,2.52,22,0.1771,2.1552,2.8916,N,n/a,07/2016,Incumbent
11-3051.03,4.A.3.a.1,Performing General Physical Activities,LV,3.40,22,0.3195,2.7401,4.0689,N,N,07/2016,Incumbent
11-3051.03,4.A.3.a.2,Handling and Moving Objects,IM,2.09,22,0.2022,1.6709,2.5120,N,n/a,07/2016,Incumbent
11-3051.03,4.A.3.a.2,Handling and Moving Objects,LV,2.83,22,0.5000,1.7855,3.8652,N,N,07/2016,Incumbent
11-3051.03,4.A.3.a.3,Controlling Machines and Processes,IM,3.14,22,0.2665,2.5870,3.6953,N,n/a,07/2016,Incumbent
11-3051.03,4.A.3.a.3,Controlling Machines and Processes,LV,3.71,22,0.4171,2.8405,4.5755,N,N,07/2016,Incumbent
11-3051.03,4.A.3.a.4,"Operating Vehicles, Mechanized Devices, or Equipment",IM,2.21,22,0.1827,1.8322,2.5921,N,n/a,07/2016,Incumbent
11-3051.03,4.A.3.a.4,"Operating Vehicles, Mechanized Devices, or Equipment",LV,2.22,22,0.2844,1.6263,2.8092,N,N,07/2016,Incumbent
11-3051.03,4.A.3.b.1,Working with Computers,IM,4.05,22,0.2167,3.5995,4.5008,N,n/a,07/2016,Incumbent
11-3051.03,4.A.3.b.1,Working with Computers,LV,3.51,22,0.2723,2.9453,4.0777,N,N,07/2016,Incumbent
11-3051.03,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",IM,2.29,21,0.1813,1.9082,2.6645,N,n/a,07/2016,Incumbent
11-3051.03,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",LV,2.63,21,0.4631,1.6683,3.6003,N,N,07/2016,Incumbent
11-3051.03,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment,IM,2.36,21,0.2354,1.8718,2.8539,N,n/a,07/2016,Incumbent
11-3051.03,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment,LV,2.81,21,0.4711,1.8261,3.7915,N,N,07/2016,Incumbent
11-3051.03,4.A.3.b.5,Repairing and Maintaining Electronic Equipment,IM,2.31,21,0.2065,1.8840,2.7455,N,n/a,07/2016,Incumbent
11-3051.03,4.A.3.b.5,Repairing and Maintaining Electronic Equipment,LV,2.05,21,0.3253,1.3743,2.7315,N,N,07/2016,Incumbent
11-3051.03,4.A.3.b.6,Documenting/Recording Information,IM,3.50,21,0.1073,3.2735,3.7211,N,n/a,07/2016,Incumbent
